Date : 2023-05-11 23:51:44
Directory : /home/lycan/Programming/rabbithole
Total : 1004 files,  44691 codes, 5876 comments, 6141 blanks, all 56708 lines

Languages
+------------------+------------+------------+------------+------------+------------+
| language         | files      | code       | comment    | blank      | total      |
| /home/lycan/Programming/rabbithole/lua_modules/lib/luarocks/rocks-5.3/luasocket/3.1.0-1/test/utestclnt.lua         | Lua              |        563 |         27 |         55 |        645 |
| /home/lycan/Programming/rabbithole/lua_modules/lib/luarocks/rocks-5.3/luasocket/3.1.0-1/test/utestsrvr.lua         | Lua              |         17 |          0 |          1 |         18 |
| /home/lycan/Programming/rabbithole/lua_modules/share/lua/5.2/lodash.lua                                            | Lua              |      1,000 |      1,115 |        147 |      2,262 |
| /home/lycan/Programming/rabbithole/lua_modules/share/lua/5.2/ltn12.lua                                             | Lua              |        249 |         43 |         27 |        319 |
| /home/lycan/Programming/rabbithole/lua_modules/share/lua/5.2/mime.lua                                              | Lua              |         51 |         16 |         15 |         82 |
| /home/lycan/Programming/rabbithole/lua_modules/share/lua/5.2/serpent.lua                                           | Lua              |        134 |          3 |          4 |        141 |
| /home/lycan/Programming/rabbithole/lua_modules/share/lua/5.2/socket.lua                                            | Lua              |        116 |         14 |         20 |        150 |
| /home/lycan/Programming/rabbithole/lua_modules/share/lua/5.2/socket/ftp.lua                                        | Lua              |        265 |         33 |         32 |        330 |
| /home/lycan/Programming/rabbithole/lua_modules/share/lua/5.2/socket/headers.lua                                    | Lua              |         97 |          5 |          2 |        104 |
| /home/lycan/Programming/rabbithole/lua_modules/share/lua/5.2/socket/http.lua                                       | Lua              |        317 |         75 |         33 |        425 |
| /home/lycan/Programming/rabbithole/lua_modules/share/lua/5.2/socket/smtp.lua                                       | Lua              |        181 |         48 |         27 |        256 |
| /home/lycan/Programming/rabbithole/lua_modules/share/lua/5.2/socket/tp.lua                                         | Lua              |         96 |         19 |         20 |        135 |
| /home/lycan/Programming/rabbithole/lua_modules/share/lua/5.2/socket/url.lua                                        | Lua              |        202 |        113 |         17 |        332 |
| /home/lycan/Programming/rabbithole/lua_modules/share/lua/5.2/std/_debug/init.lua                                   | Lua              |         54 |         40 |         22 |        116 |
| /home/lycan/Programming/rabbithole/lua_modules/share/lua/5.2/std/_debug/version.lua                                | Lua              |          1 |          0 |          1 |          2 |
| /home/lycan/Programming/rabbithole/lua_modules/share/lua/5.2/std/functional/_base.lua                              | Lua              |         76 |          8 |         28 |        112 |
| /home/lycan/Programming/rabbithole/lua_modules/share/lua/5.2/std/functional/init.lua                               | Lua              |        410 |        347 |        127 |        884 |
| /home/lycan/Programming/rabbithole/lua_modules/share/lua/5.2/std/functional/operator.lua                           | Lua              |         77 |        132 |         31 |        240 |
| /home/lycan/Programming/rabbithole/lua_modules/share/lua/5.2/std/functional/tuple.lua                              | Lua              |         52 |         80 |         25 |        157 |
| /home/lycan/Programming/rabbithole/lua_modules/share/lua/5.2/std/functional/version.lua                            | Lua              |          1 |          0 |          1 |          2 |
| /home/lycan/Programming/rabbithole/lua_modules/share/lua/5.2/std/normalize/_base.lua                               | Lua              |         58 |         17 |         24 |         99 |
| /home/lycan/Programming/rabbithole/lua_modules/share/lua/5.2/std/normalize/_strict.lua                             | Lua              |         34 |         30 |         15 |         79 |
| /home/lycan/Programming/rabbithole/lua_modules/share/lua/5.2/std/normalize/_typecheck.lua                          | Lua              |        192 |        119 |         53 |        364 |
| /home/lycan/Programming/rabbithole/lua_modules/share/lua/5.2/std/normalize/init.lua                                | Lua              |        644 |        422 |        161 |      1,227 |
| /home/lycan/Programming/rabbithole/lua_modules/share/lua/5.2/std/normalize/version.lua                             | Lua              |          1 |          0 |          1 |          2 |
| /home/lycan/Programming/rabbithole/lua_modules/share/lua/5.3/ltn12.lua                                             | Lua              |        249 |         43 |         27 |        319 |
| /home/lycan/Programming/rabbithole/lua_modules/share/lua/5.3/mime.lua                                              | Lua              |         51 |         16 |         15 |         82 |
| /home/lycan/Programming/rabbithole/lua_modules/share/lua/5.3/socket.lua                                            | Lua              |        116 |         14 |         20 |        150 |
| /home/lycan/Programming/rabbithole/lua_modules/share/lua/5.3/socket/ftp.lua                                        | Lua              |        265 |         33 |         32 |        330 |
| /home/lycan/Programming/rabbithole/lua_modules/share/lua/5.3/socket/headers.lua                                    | Lua              |         97 |          5 |          2 |        104 |
| /home/lycan/Programming/rabbithole/lua_modules/share/lua/5.3/socket/http.lua                                       | Lua              |        317 |         75 |         33 |        425 |
| /home/lycan/Programming/rabbithole/lua_modules/share/lua/5.3/socket/smtp.lua                                       | Lua              |        181 |         48 |         27 |        256 |
| /home/lycan/Programming/rabbithole/lua_modules/share/lua/5.3/socket/tp.lua                                         | Lua              |         96 |         19 |         20 |        135 |
| /home/lycan/Programming/rabbithole/lua_modules/share/lua/5.3/socket/url.lua                                        | Lua              |        202 |        113 |         17 |        332 |
| /home/lycan/Programming/rabbithole/paths.lua                                                                       | Lua              |         23 |          2 |          6 |         31 |
| /home/lycan/Programming/rabbithole/picom.conf                                                                      | Properties       |         47 |          1 |          5 |         53 |
| /home/lycan/Programming/rabbithole/rabbithole/components/buttons/client.lua                                        | Lua              |         21 |          2 |          4 |         27 |
| /home/lycan/Programming/rabbithole/rabbithole/components/buttons/global.lua                                        | Lua              |         14 |          3 |          4 |         21 |
| /home/lycan/Programming/rabbithole/rabbithole/components/buttons/taglist-global.lua                                | Lua              |         46 |         13 |          5 |         64 |
| /home/lycan/Programming/rabbithole/rabbithole/components/buttons/taglist.lua                                       | Lua              |         46 |         13 |          5 |         64 |
| /home/lycan/Programming/rabbithole/rabbithole/components/buttons/tasklist.lua                                      | Lua              |         28 |          2 |          2 |         32 |
| /home/lycan/Programming/rabbithole/rabbithole/components/buttons/titlebar.lua                                      | Lua              |         23 |          0 |          1 |         24 |
| /home/lycan/Programming/rabbithole/rabbithole/components/keys/client.lua                                           | Lua              |         49 |          7 |          4 |         60 |
| /home/lycan/Programming/rabbithole/rabbithole/components/keys/global.lua                                           | Lua              |        181 |         49 |         24 |        254 |
| /home/lycan/Programming/rabbithole/rabbithole/components/layouts/default.lua                                       | Lua              |         11 |         14 |          5 |         30 |
| /home/lycan/Programming/rabbithole/rabbithole/components/menus/main.lua                                            | Lua              |         37 |          8 |          8 |         53 |
| /home/lycan/Programming/rabbithole/rabbithole/components/menus/taglist-global.lua                                  | Lua              |         37 |          0 |         12 |         49 |
| /home/lycan/Programming/rabbithole/rabbithole/components/menus/taglist.lua                                         | Lua              |         55 |          0 |         12 |         67 |
| /home/lycan/Programming/rabbithole/rabbithole/components/menus/tasklist.lua                                        | Lua              |         54 |          4 |         16 |         74 |
| /home/lycan/Programming/rabbithole/rabbithole/components/rules/client-default.lua                                  | Lua              |        108 |         14 |         14 |        136 |
| /home/lycan/Programming/rabbithole/rabbithole/components/viewHelper.lua                                            | Lua              |         17 |         10 |          5 |         32 |
| /home/lycan/Programming/rabbithole/rabbithole/components/wiboxes/bars/center.lua                                   | Lua              |         12 |          0 |          1 |         13 |
| /home/lycan/Programming/rabbithole/rabbithole/components/wiboxes/bars/left.lua                                     | Lua              |         12 |          0 |          1 |         13 |
| /home/lycan/Programming/rabbithole/rabbithole/components/wiboxes/bars/mini-bar.lua                                 | Lua              |         31 |          0 |          6 |         37 |
| /home/lycan/Programming/rabbithole/rabbithole/components/wiboxes/bars/right.lua                                    | Lua              |         12 |          0 |          1 |         13 |
| /home/lycan/Programming/rabbithole/rabbithole/components/widgets/clock_widget.lua                                  | Lua              |         46 |          1 |         18 |         65 |
| /home/lycan/Programming/rabbithole/rabbithole/components/widgets/common/class.lua                                  | Lua              |         40 |          6 |          9 |         55 |
| /home/lycan/Programming/rabbithole/rabbithole/components/widgets/common/elements-base-ui.lua                       | Lua              |        277 |          3 |         60 |        340 |
| /home/lycan/Programming/rabbithole/rabbithole/components/widgets/common/elements-popup.lua                         | Lua              |         83 |          8 |         17 |        108 |
| /home/lycan/Programming/rabbithole/rabbithole/components/widgets/common/elements-ui.lua                            | Lua              |        277 |          3 |         60 |        340 |
| /home/lycan/Programming/rabbithole/rabbithole/components/widgets/editable-textbox.lua                              | Lua              |         61 |          9 |         13 |         83 |
| /home/lycan/Programming/rabbithole/rabbithole/components/widgets/layout_list.lua                                   | Lua              |         42 |          0 |          6 |         48 |
| /home/lycan/Programming/rabbithole/rabbithole/components/widgets/taglist/init.lua                                  | Lua              |        127 |          6 |         31 |        164 |
| /home/lycan/Programming/rabbithole/rabbithole/components/widgets/taglist/plus_button.lua                           | Lua              |         50 |          2 |         11 |         63 |
| /home/lycan/Programming/rabbithole/rabbithole/components/widgets/taglist/template_global.lua                       | Lua              |         60 |          1 |          4 |         65 |
| /home/lycan/Programming/rabbithole/rabbithole/components/widgets/taglist/template_local.lua                        | Lua              |         52 |          0 |          4 |         56 |
| /home/lycan/Programming/rabbithole/rabbithole/components/widgets/taglist/update_function.lua                       | Lua              |        147 |         12 |         23 |        182 |
| /home/lycan/Programming/rabbithole/rabbithole/components/widgets/tasklist/init.lua                                 | Lua              |         62 |          1 |         14 |         77 |
| /home/lycan/Programming/rabbithole/rabbithole/components/widgets/tasklist/view.lua                                 | Lua              |         56 |          1 |          3 |         60 |
| /home/lycan/Programming/rabbithole/rabbithole/components/widgets/viewHelper.lua                                    | Lua              |         67 |        102 |         19 |        188 |
| /home/lycan/Programming/rabbithole/rabbithole/components/widgets/wonderlandSystray/app_drawer.lua                  | Lua              |         80 |          3 |         17 |        100 |
| /home/lycan/Programming/rabbithole/rabbithole/components/widgets/wonderlandSystray/battery.lua                     | Lua              |        115 |          4 |         23 |        142 |
| /home/lycan/Programming/rabbithole/rabbithole/components/widgets/wonderlandSystray/brightness_slider.lua           | Lua              |         40 |          1 |         12 |         53 |
| /home/lycan/Programming/rabbithole/rabbithole/components/widgets/wonderlandSystray/calendar.lua                    | Lua              |         49 |          1 |         14 |         64 |
| /home/lycan/Programming/rabbithole/rabbithole/components/widgets/wonderlandSystray/init.lua                        | Lua              |          4 |          0 |          2 |          6 |
| /home/lycan/Programming/rabbithole/rabbithole/components/widgets/wonderlandSystray/network_widget.lua              | Lua              |         52 |          1 |         12 |         65 |
| /home/lycan/Programming/rabbithole/rabbithole/components/widgets/wonderlandSystray/notifications_toggle.lua        | Lua              |         33 |          0 |         13 |         46 |
| /home/lycan/Programming/rabbithole/rabbithole/components/widgets/wonderlandSystray/screen_capture.lua              | Lua              |         40 |          6 |         10 |         56 |
| /home/lycan/Programming/rabbithole/rabbithole/components/widgets/wonderlandSystray/slider.lua                      | Lua              |         43 |          0 |         11 |         54 |
| /home/lycan/Programming/rabbithole/rabbithole/components/widgets/wonderlandSystray/systray.lua                     | Lua              |         36 |          5 |          8 |         49 |
| /home/lycan/Programming/rabbithole/rabbithole/components/widgets/wonderlandSystray/systray_widget.lua              | Lua              |         44 |          2 |         13 |         59 |
| /home/lycan/Programming/rabbithole/rabbithole/components/widgets/wonderlandSystray/test_widget.lua                 | Lua              |         38 |          5 |          8 |         51 |
| /home/lycan/Programming/rabbithole/rabbithole/components/widgets/wonderlandSystray/volume_slider.lua               | Lua              |         40 |          1 |         12 |         53 |
| /home/lycan/Programming/rabbithole/rabbithole/components/widgets/wonderlandSystray/vpn_widget.lua                  | Lua              |         40 |          1 |         12 |         53 |
| /home/lycan/Programming/rabbithole/rabbithole/components/widgets/wonderlandSystray/wifi_hotspot.lua                | Lua              |         38 |          0 |         14 |         52 |
| /home/lycan/Programming/rabbithole/rabbithole/components/widgets/workspace-menu/controller.lua                     | Lua              |        122 |         14 |         30 |        166 |
| /home/lycan/Programming/rabbithole/rabbithole/components/widgets/workspace-menu/init.lua                           | Lua              |          6 |          2 |          0 |          8 |
| /home/lycan/Programming/rabbithole/rabbithole/components/widgets/workspace-menu/template.lua                       | Lua              |         84 |          2 |          7 |         93 |
| /home/lycan/Programming/rabbithole/rabbithole/environment.lua                                                      | Lua              |         11 |          1 |          0 |         12 |
| /home/lycan/Programming/rabbithole/rabbithole/services/animation.lua                                               | Lua              |         14 |          0 |          8 |         22 |
| /home/lycan/Programming/rabbithole/rabbithole/services/color.lua                                                   | Lua              |        232 |         86 |         48 |        366 |
| /home/lycan/Programming/rabbithole/rabbithole/services/error_handler/error_handler.lua                             | Lua              |         47 |          7 |         13 |         67 |
| /home/lycan/Programming/rabbithole/rabbithole/services/error_handler/init.lua                                      | Lua              |          6 |          1 |          1 |          8 |
| /home/lycan/Programming/rabbithole/rabbithole/services/icon-handler.lua                                            | Lua              |         40 |          2 |          9 |         51 |
| /home/lycan/Programming/rabbithole/rabbithole/services/modal/init.lua                                              | Lua              |          5 |          0 |          0 |          5 |
| /home/lycan/Programming/rabbithole/rabbithole/services/modal/modal.lua                                             | Lua              |        160 |          3 |         33 |        196 |
| /home/lycan/Programming/rabbithole/rabbithole/services/sessionManager/init.lua                                     | Lua              |          2 |          0 |          2 |          4 |
| /home/lycan/Programming/rabbithole/rabbithole/services/sessionManager/sessionManagerService.lua                    | Lua              |          0 |          0 |          1 |          1 |
| /home/lycan/Programming/rabbithole/rabbithole/services/settingsManager/settings/user-variables.lua                 | Lua              |          0 |          0 |          1 |          1 |
| /home/lycan/Programming/rabbithole/rabbithole/services/table-utils.lua                                             | Lua              |         13 |          2 |          4 |         19 |
| /home/lycan/Programming/rabbithole/rabbithole/services/tag-preview.lua                                             | Lua              |         23 |          4 |          6 |         33 |
| /home/lycan/Programming/rabbithole/rabbithole/services/tesseractThemeEngine/chromaticTesseract.lua                 | Lua              |        140 |         13 |         35 |        188 |
| /home/lycan/Programming/rabbithole/rabbithole/services/tesseractThemeEngine/colors.lua                             | Lua              |        331 |          1 |          1 |        333 |
| /home/lycan/Programming/rabbithole/rabbithole/services/tesseractThemeEngine/init.lua                               | Lua              |         67 |         14 |         15 |         96 |
| /home/lycan/Programming/rabbithole/rabbithole/services/tesseractThemeEngine/theme_skel.lua                         | Lua              |        141 |         30 |         17 |        188 |
| /home/lycan/Programming/rabbithole/rabbithole/services/tesseractThemeEngine/transitionTesseract.lua                | Lua              |        972 |         23 |        225 |      1,220 |
| /home/lycan/Programming/rabbithole/rabbithole/services/workspaceManagerService/init.lua                            | Lua              |        409 |         46 |         88 |        543 |
| /home/lycan/Programming/rabbithole/rabbithole/services/workspaceManagerService/workspace.lua                       | Lua              |        121 |          9 |         27 |        157 |
| /home/lycan/Programming/rabbithole/rabbithole/services/workspaceManagerService/workspaceManager.lua                | Lua              |         62 |          9 |         21 |         92 |
| /home/lycan/Programming/rabbithole/rabbithole/systems/bling-tag-preview.lua                                        | Lua              |         25 |          5 |          2 |         32 |
| /home/lycan/Programming/rabbithole/rabbithole/systems/bling-wallpaper-engine.lua                                   | Lua              |         12 |         24 |          5 |         41 |
| /home/lycan/Programming/rabbithole/rabbithole/systems/global.lua                                                   | Lua              |         18 |          5 |          4 |         27 |
| /home/lycan/Programming/rabbithole/rabbithole/systems/sloppy-focus.lua                                             | Lua              |         13 |          2 |          7 |         22 |
| /home/lycan/Programming/rabbithole/rabbithole/systems/theme-loader.lua                                             | Lua              |         18 |          0 |          5 |         23 |
| /home/lycan/Programming/rabbithole/rabbithole/ui/default/center.lua                                                | Lua              |         17 |          0 |          3 |         20 |
| /home/lycan/Programming/rabbithole/rabbithole/ui/default/init.lua                                                  | Lua              |         20 |          6 |          5 |         31 |
| /home/lycan/Programming/rabbithole/rabbithole/ui/default/left.lua                                                  | Lua              |         14 |          0 |          1 |         15 |
| /home/lycan/Programming/rabbithole/rabbithole/ui/default/right.lua                                                 | Lua              |         12 |          0 |          1 |         13 |
| /home/lycan/Programming/rabbithole/rabbithole/ui/default/titlebar.lua                                              | Lua              |         31 |          3 |          1 |         35 |
| /home/lycan/Programming/rabbithole/rc.lua                                                                          | Lua              |         27 |          9 |         12 |         48 |
| /home/lycan/Programming/rabbithole/scripts/awmtt.sh                                                                | Shell Script     |        126 |         35 |         22 |        183 |
| /home/lycan/Programming/rabbithole/scripts/hook.sh                                                                 | Shell Script     |         58 |          4 |         14 |         76 |
| /home/lycan/Programming/rabbithole/scripts/noti.lua                                                                | Lua              |          4 |          0 |          1 |          5 |
| /home/lycan/Programming/rabbithole/scripts/total_number_of_tags.sh                                                 | Shell Script     |          8 |          0 |          4 |         12 |
| /home/lycan/Programming/rabbithole/sub/awesome-sharedtags/README.md                                                | Markdown         |        138 |          0 |         16 |        154 |
| /home/lycan/Programming/rabbithole/sub/awesome-sharedtags/doc/ldoc.css                                             | CSS              |        252 |         11 |         42 |        305 |
| /home/lycan/Programming/rabbithole/sub/awesome-sharedtags/init.lua                                                 | Lua              |        103 |         64 |         30 |        197 |
| /home/lycan/Programming/rabbithole/sub/awesome-sharedtags/rc.lua.patch                                             | Diff             |         96 |          0 |          9 |        105 |
| /home/lycan/Programming/rabbithole/sub/bling/AUTHORS.md                                                            | Markdown         |          9 |          0 |          2 |         11 |
| /home/lycan/Programming/rabbithole/sub/bling/README.md                                                             | Markdown         |         31 |          0 |         11 |         42 |
| /home/lycan/Programming/rabbithole/sub/bling/docs/_sidebar.md                                                      | Markdown         |         19 |          0 |          6 |         25 |
| /home/lycan/Programming/rabbithole/sub/bling/docs/home.md                                                          | Markdown         |         22 |          0 |         13 |         35 |
| /home/lycan/Programming/rabbithole/sub/bling/docs/javacafe.css                                                     | CSS              |        886 |          5 |        178 |      1,069 |
| /home/lycan/Programming/rabbithole/sub/bling/docs/layouts/layout.md                                                | Markdown         |         44 |          0 |         22 |         66 |
| /home/lycan/Programming/rabbithole/sub/bling/docs/module/flash.md                                                  | Markdown         |         24 |          0 |         10 |         34 |
| /home/lycan/Programming/rabbithole/sub/bling/docs/module/scratch.md                                                | Markdown         |         57 |          0 |         19 |         76 |
| /home/lycan/Programming/rabbithole/sub/bling/docs/module/swal.md                                                   | Markdown         |         18 |          0 |          8 |         26 |
| /home/lycan/Programming/rabbithole/sub/bling/docs/module/tabbed.md                                                 | Markdown         |         54 |          0 |         13 |         67 |
| /home/lycan/Programming/rabbithole/sub/bling/docs/module/twall.md                                                  | Markdown         |         20 |          0 |          7 |         27 |
| /home/lycan/Programming/rabbithole/sub/bling/docs/module/wall.md                                                   | Markdown         |        118 |          0 |         25 |        143 |
| /home/lycan/Programming/rabbithole/sub/bling/docs/signals/pctl.md                                                  | Markdown         |        193 |          0 |         48 |        241 |
| /home/lycan/Programming/rabbithole/sub/bling/docs/theme.md                                                         | Markdown         |        105 |          0 |         13 |        118 |
| /home/lycan/Programming/rabbithole/sub/bling/docs/widgets/app_launcher.md                                          | Markdown         |        113 |          0 |         17 |        130 |
| /home/lycan/Programming/rabbithole/sub/bling/docs/widgets/tabbed_misc.md                                           | Markdown         |        105 |          0 |         13 |        118 |
| /home/lycan/Programming/rabbithole/sub/bling/docs/widgets/tag_preview.md                                           | Markdown         |        137 |          0 |         19 |        156 |
| /home/lycan/Programming/rabbithole/sub/bling/docs/widgets/task_preview.md                                          | Markdown         |        137 |          0 |         16 |        153 |
| /home/lycan/Programming/rabbithole/sub/bling/docs/widgets/window_switcher.md                                       | Markdown         |         55 |          0 |         13 |         68 |
| /home/lycan/Programming/rabbithole/sub/bling/helpers/client.lua                                                    | Lua              |         91 |         26 |         11 |        128 |
| /home/lycan/Programming/rabbithole/sub/bling/helpers/color.lua                                                     | Lua              |        128 |         20 |         17 |        165 |
| /home/lycan/Programming/rabbithole/sub/bling/helpers/filesystem.lua                                                | Lua              |         47 |          8 |          8 |         63 |
| /home/lycan/Programming/rabbithole/sub/bling/helpers/icon_theme.lua                                                | Lua              |        114 |          3 |         25 |        142 |
| /home/lycan/Programming/rabbithole/sub/bling/helpers/init.lua                                                      | Lua              |          7 |          0 |          1 |          8 |
| /home/lycan/Programming/rabbithole/sub/bling/helpers/shape.lua                                                     | Lua              |         22 |          2 |          7 |         31 |
| /home/lycan/Programming/rabbithole/sub/bling/helpers/time.lua                                                      | Lua              |         12 |          9 |          4 |         25 |
| /home/lycan/Programming/rabbithole/sub/bling/init.lua                                                              | Lua              |          9 |          2 |          1 |         12 |
| /home/lycan/Programming/rabbithole/sub/bling/layout/centered.lua                                                   | Lua              |         65 |          3 |         13 |         81 |
| /home/lycan/Programming/rabbithole/sub/bling/layout/deck.lua                                                       | Lua              |         31 |          0 |          7 |         38 |
| /home/lycan/Programming/rabbithole/sub/bling/layout/equalarea.lua                                                  | Lua              |         73 |          0 |          5 |         78 |
| /home/lycan/Programming/rabbithole/sub/bling/layout/horizontal.lua                                                 | Lua              |         43 |          4 |         10 |         57 |
| /home/lycan/Programming/rabbithole/sub/bling/layout/init.lua                                                       | Lua              |         39 |          0 |          8 |         47 |
| /home/lycan/Programming/rabbithole/sub/bling/layout/mstab.lua                                                      | Lua              |        192 |         21 |         24 |        237 |
| /home/lycan/Programming/rabbithole/sub/bling/layout/vertical.lua                                                   | Lua              |         43 |          4 |         10 |         57 |
| /home/lycan/Programming/rabbithole/sub/bling/module/flash_focus.lua                                                | Lua              |         34 |          0 |          6 |         40 |
| /home/lycan/Programming/rabbithole/sub/bling/module/init.lua                                                       | Lua              |          8 |          0 |          1 |          9 |
| /home/lycan/Programming/rabbithole/sub/bling/module/scratchpad.lua                                                 | Lua              |        278 |         51 |         46 |        375 |
| /home/lycan/Programming/rabbithole/sub/bling/module/tabbed.lua                                                     | Lua              |        225 |         27 |         25 |        277 |
| /home/lycan/Programming/rabbithole/sub/bling/module/tiled_wallpaper.lua                                            | Lua              |         41 |          5 |         11 |         57 |
| /home/lycan/Programming/rabbithole/sub/bling/module/wallpaper.lua                                                  | Lua              |        222 |        128 |         13 |        363 |
| /home/lycan/Programming/rabbithole/sub/bling/module/window_swallowing.lua                                          | Lua              |         92 |         19 |         18 |        129 |
| /home/lycan/Programming/rabbithole/sub/bling/signal/init.lua                                                       | Lua              |          3 |          0 |          1 |          4 |
| /home/lycan/Programming/rabbithole/sub/bling/signal/playerctl/init.lua                                             | Lua              |         37 |          1 |          8 |         46 |
| /home/lycan/Programming/rabbithole/sub/bling/signal/playerctl/playerctl_cli.lua                                    | Lua              |        278 |         24 |         47 |        349 |
| /home/lycan/Programming/rabbithole/sub/bling/signal/playerctl/playerctl_lib.lua                                    | Lua              |        428 |         55 |         81 |        564 |
| /home/lycan/Programming/rabbithole/sub/bling/theme-var-template.lua                                                | Lua              |         73 |         20 |         13 |        106 |
| /home/lycan/Programming/rabbithole/sub/bling/widget/app_launcher/init.lua                                          | Lua              |        895 |         45 |        118 |      1,058 |
| /home/lycan/Programming/rabbithole/sub/bling/widget/app_launcher/prompt.lua                                        | Lua              |        554 |         40 |         62 |        656 |
| /home/lycan/Programming/rabbithole/sub/bling/widget/init.lua                                                       | Lua              |          7 |          0 |          1 |          8 |
| /home/lycan/Programming/rabbithole/sub/bling/widget/tabbar/boxes.lua                                               | Lua              |         52 |          0 |          6 |         58 |
| /home/lycan/Programming/rabbithole/sub/bling/widget/tabbar/default.lua                                             | Lua              |         57 |          0 |          5 |         62 |
| /home/lycan/Programming/rabbithole/sub/bling/widget/tabbar/modern.lua                                              | Lua              |        250 |          2 |         21 |        273 |
| /home/lycan/Programming/rabbithole/sub/bling/widget/tabbar/pure.lua                                                | Lua              |         76 |          0 |          6 |         82 |
| /home/lycan/Programming/rabbithole/sub/bling/widget/tabbed_misc/custom_tasklist.lua                                | Lua              |         40 |          4 |          8 |         52 |
| /home/lycan/Programming/rabbithole/sub/bling/widget/tabbed_misc/init.lua                                           | Lua              |          9 |          0 |          1 |         10 |
| /home/lycan/Programming/rabbithole/sub/bling/widget/tabbed_misc/titlebar_indicator.lua                             | Lua              |        107 |         10 |         17 |        134 |
| /home/lycan/Programming/rabbithole/sub/bling/widget/tag_preview.lua                                                | Lua              |        224 |         11 |         26 |        261 |
| /home/lycan/Programming/rabbithole/sub/bling/widget/task_preview.lua                                               | Lua              |        169 |         12 |         19 |        200 |
| /home/lycan/Programming/rabbithole/sub/bling/widget/window_switcher.lua                                            | Lua              |        386 |         20 |         36 |        442 |
| /home/lycan/Programming/rabbithole/sub/debugger/README.md                                                          | Markdown         |        102 |          0 |         32 |        134 |
| /home/lycan/Programming/rabbithole/sub/debugger/debugger.lua                                                       | Lua              |        506 |         58 |        115 |        679 |
| /home/lycan/Programming/rabbithole/sub/debugger/embed/debugger_lua.c.lua                                           | Lua              |         89 |          1 |         31 |        121 |
| /home/lycan/Programming/rabbithole/sub/debugger/embed/debugger_lua.h                                               | C++              |         12 |         65 |         10 |         87 |
| /home/lycan/Programming/rabbithole/sub/debugger/test/run_tests.sh                                                  | Shell Script     |          5 |          0 |          1 |          6 |
| /home/lycan/Programming/rabbithole/sub/debugger/test/test.lua                                                      | Lua              |         62 |          3 |         21 |         86 |
| /home/lycan/Programming/rabbithole/sub/debugger/test/test_util.lua                                                 | Lua              |        190 |          8 |         58 |        256 |
| /home/lycan/Programming/rabbithole/sub/debugger/tutorial.lua                                                       | Lua              |        206 |          8 |         66 |        280 |
| /home/lycan/Programming/rabbithole/sub/freedesktop/README.rst                                                      | reStructuredText |         31 |          7 |         14 |         52 |
| /home/lycan/Programming/rabbithole/sub/freedesktop/desktop.lua                                                     | Lua              |        187 |         34 |         39 |        260 |
| /home/lycan/Programming/rabbithole/sub/freedesktop/init.lua                                                        | Lua              |          9 |          2 |          5 |         16 |
| /home/lycan/Programming/rabbithole/sub/freedesktop/menu.lua                                                        | Lua              |         73 |         25 |         24 |        122 |
| /home/lycan/Programming/rabbithole/sub/lua-di/README.md                                                            | Markdown         |        136 |          0 |         55 |        191 |
| /home/lycan/Programming/rabbithole/sub/lua-di/example.lua                                                          | Lua              |         38 |          2 |         17 |         57 |
| /home/lycan/Programming/rabbithole/sub/lua-di/example/AltPrinter.lua                                               | Lua              |         10 |          0 |          2 |         12 |
| /home/lycan/Programming/rabbithole/sub/lua-di/example/App.lua                                                      | Lua              |         20 |          0 |          7 |         27 |
| /home/lycan/Programming/rabbithole/sub/lua-di/example/AutoApp.lua                                                  | Lua              |         17 |          0 |          7 |         24 |
| /home/lycan/Programming/rabbithole/sub/lua-di/example/Printer.lua                                                  | Lua              |          9 |          0 |          3 |         12 |
| /home/lycan/Programming/rabbithole/sub/lua-di/lua-di/DependencyInjectionModule.lua                                 | Lua              |        136 |          8 |         45 |        189 |
| /home/lycan/Programming/rabbithole/sub/rubato/README.md                                                            | Markdown         |        304 |          2 |        111 |        417 |
| /home/lycan/Programming/rabbithole/sub/rubato/easing.lua                                                           | Lua              |         28 |          8 |          5 |         41 |
| /home/lycan/Programming/rabbithole/sub/rubato/init.lua                                                             | Lua              |         10 |          2 |          3 |         15 |
| /home/lycan/Programming/rabbithole/sub/rubato/manager.lua                                                          | Lua              |         48 |          0 |          9 |         57 |
| /home/lycan/Programming/rabbithole/sub/rubato/subscribable.lua                                                     | Lua              |         21 |          4 |          9 |         34 |
| /home/lycan/Programming/rabbithole/sub/rubato/timed.lua                                                            | Lua              |        197 |         90 |         78 |        365 |
| /home/lycan/Programming/rabbithole/themes/default/assets/icons/audio/headphones.svg                                | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/assets/icons/audio/menu-down.svg                                 | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/assets/icons/audio/menu-up.svg                                   | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/assets/icons/audio/microphone-off.svg                            | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/assets/icons/audio/microphone.svg                                | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/assets/icons/audio/volume-high.svg                               | XML              |          5 |          0 |          0 |          5 |
